planet_name,num_planets,period,axis,density,distance,mass_e,radius_e,star_temp,star_mass,star_radius,star_type_num,star_type,disc_method,link
Kepler-256 b,4,1.620493,0.027,,,,1.59,5551,1.02,1.3,,,Transit,http://exoplanet.eu/catalog/kepler-256_b/
Kepler-256 c,4,3.38802,0.045,,,,2.15,5551,1.02,1.3,,,Transit,http://exoplanet.eu/catalog/kepler-256_c/
Kepler-256 d,4,5.839172,0.064,,,,2.48,5551,1.02,1.3,,,Transit,http://exoplanet.eu/catalog/kepler-256_d/
Kepler-256 e,4,10.681572,0.096,,,,2.35,5551,1.02,1.3,,,Transit,http://exoplanet.eu/catalog/kepler-256_e/
HD 290327 b,1,2443,3.43,,56.7,,,5552,0.9,1,4.8,G8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_290327_b/
Kepler-244 b,3,4.311792,0.05,,,,2.76,5554,,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-244_b/
Kepler-244 c,3,9.767292,0.087,,,,2.05,5554,,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-244_c/
Kepler-244 d,3,20.050401,0.14,,,,2.31,5554,,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-244_d/
HD 210277 b,1,442.19,1.138,,21.29,,,5555,1.01,,4.9,G8/K0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_210277_b/
HAT-P-36 b,1,1.327347,0.0238,1.12,317,582.24,14.168,5560,1.02,1.1,,,Transit,http://exoplanet.eu/catalog/hat-p-36_b/
Kepler-150 b,4,3.428054,0.044,,,,1.25,5560,,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-150_b/
Kepler-150 c,4,7.381998,0.073,,,,3.69,5560,,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-150_c/
Kepler-150 d,4,12.56093,0.104,,,,2.79,5560,,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-150_d/
Kepler-150 e,4,30.826557,0.189,,,,3.12,5560,,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-150_e/
Kepler-423 b,1,2.6843285,0.03585,0.459,725,189.101,13.361,5560,0.85,0.95,4.4,G4 V,Transit,http://exoplanet.eu/catalog/kepler-423_b/
HD 168746 b,1,6.404,0.0659,,43.12,,,5564,0.93,,4.5,G5,Radial Velocity,http://exoplanet.eu/catalog/hd_168746_b/
HAT-P-15 b,1,10.863502,0.0964,1.96,190,618.471,12.016,5568,1.01,1.08,4.5,G5,Transit,http://exoplanet.eu/catalog/hat-p-15_b/
HD 73256 b,1,2.54858,0.037,,36.52,,,5570,1.05,0.89,4.9,G8/K0,Radial Velocity,http://exoplanet.eu/catalog/hd_73256_b/
WASP-63 b,1,4.37809,0.0574,0.173,330,120.77,16.029,5570,1.32,1.88,,,Transit,http://exoplanet.eu/catalog/wasp-63_b/
Kepler-226 b,3,3.940997,0.047,,,,1.55,5571,0.86,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-226_b/
Kepler-226 c,3,5.349555,0.058,,,,2.27,5571,0.86,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-226_c/
Kepler-226 d,3,8.109044,0.076,,,,1.22,5571,0.86,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-226_d/
Kepler-255 b,2,5.714606,0.063,,,,1.55,5573,0.97,0.93,,,Transit,http://exoplanet.eu/catalog/kepler-255_b/
Kepler-255 c,2,9.946047,0.092,,,,2.99,5573,0.97,0.93,,,Transit,http://exoplanet.eu/catalog/kepler-255_c/
Kepler-198 b,2,17.790037,0.131,,,,2.82,5574,0.93,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-198_b/
Kepler-198 c,2,49.567416,0.259,,,,2.47,5574,0.93,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-198_c/
Kepler-63 b,1,9.4341505,0.08,3,200,120,6.11,5576,0.98,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-63_b/
WASP-47 b,4,4.1591287,,,200,341,12.77,5576,1.04,1.15,,,Transit,http://exoplanet.eu/catalog/wasp-47_b/
WASP-47 c,4,572,1.36,,200,,,5576,1.04,1.15,,,Radial Velocity,http://exoplanet.eu/catalog/wasp-47_c/
WASP-47 d,4,9.03081,,,200,15.2,3.63,5576,1.04,1.15,,,Transit,http://exoplanet.eu/catalog/wasp-47_d/
WASP-47 e,4,0.789597,,,200,22,1.829,5576,1.04,1.15,,,Transit,http://exoplanet.eu/catalog/wasp-47_d/
61 Vir b,3,4.215,0.050201,,8.52,,,5577,0.94,0.96,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/61_vir_b/
61 Vir c,3,38.021,0.2175,,8.52,,,5577,0.94,0.96,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/61_vir_c/
61 Vir d,3,123.01,0.476,,8.52,,,5577,0.94,0.96,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/61_vir_d/
Kepler-384 b,2,22.597053,0.148,,,,1.12,5577,0.76,0.88,,,Transit,http://exoplanet.eu/catalog/kepler-384_b/
Kepler-384 c,2,45.348269,0.236,,,,1.13,5577,0.76,0.88,,,Transit,http://exoplanet.eu/catalog/kepler-384_c/
Kepler-286 b,4,1.796302,0.027,,,,1.24,5580,,0.86,,,Transit,http://exoplanet.eu/catalog/kepler-286_b/
Kepler-286 c,4,3.468095,0.042,,,,1.37,5580,,0.86,,,Transit,http://exoplanet.eu/catalog/kepler-286_c/
Kepler-286 d,4,5.914323,0.061,,,,1.33,5580,,0.86,,,Transit,http://exoplanet.eu/catalog/kepler-286_d/
Kepler-286 e,4,29.221289,0.176,,,,1.77,5580,,0.86,,,Transit,http://exoplanet.eu/catalog/kepler-286_e/
HD 100777 b,1,383.7,1.03,,52.8,,,5582,1.01,,4.8,G8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_100777_b/
HD 126614 b,1,1244,2.35,,68.35,,,5585,1.15,1.09,4.8,G8 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_126614_b/
HAT-P-21 b,1,4.124481,0.0494,4.68,254,1291.289,11.478,5588,0.95,1.1,4.3,G3,Transit,http://exoplanet.eu/catalog/hat-p-21_b/
HD 30177 b,1,2770,3.95,,54.71,,,5588,1.01,,4.8,G8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_30177_b/
Kepler-230 b,2,32.625555,0.191,,,,4.26,5588,,0.82,,,Transit,http://exoplanet.eu/catalog/kepler-230_b/
Kepler-230 c,2,91.773242,0.38,,,,2.04,5588,,0.82,,,Transit,http://exoplanet.eu/catalog/kepler-230_c/
CoRoT-26 b,1,4.20474,0.0526,0.28,1670,165.26,14.12,5590,1.09,1.79,4.5,G5,Transit,http://exoplanet.eu/catalog/corot-26_b/
HD 190360 b,2,2915,4.01,,15.89,,,5590,0.96,1.13,4.6,G6 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_190360_b/
HD 190360 c,2,17.111,0.1304,,15.89,,,5590,0.96,1.13,4.6,G6 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_190360_c/
Kepler-363 b,3,3.614568,0.048,,,,1.16,5593,1.23,1.49,,,Transit,http://exoplanet.eu/catalog/kepler-363_b/
Kepler-363 c,3,7.542427,0.079,,,,1.69,5593,1.23,1.49,,,Transit,http://exoplanet.eu/catalog/kepler-363_c/
Kepler-363 d,3,11.932125,0.107,,,,2.05,5593,1.23,1.49,,,Transit,http://exoplanet.eu/catalog/kepler-363_d/
Kepler-139 b,2,15.771044,0.127,,,,2.94,5594,1.08,1.3,,,Transit,http://exoplanet.eu/catalog/kepler-139_b/
Kepler-139 c,2,157.072878,0.586,,,,3.38,5594,1.08,1.3,,,Transit,http://exoplanet.eu/catalog/kepler-139_c/
Kepler-119 b,2,2.422082,0.035,,,,3.6,5595,,0.84,,,Transit,http://exoplanet.eu/catalog/kepler-119_b/
Kepler-119 c,2,4.125103,0.049,,,,0.92,5595,,0.84,,,Transit,http://exoplanet.eu/catalog/kepler-119_c/
HD 90156 b,1,49.77,0.25,,22.09,,,5599,0.84,,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_90156_b/
Kepler-382 b,2,5.262155,0.055,,,,1.32,5600,0.8,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-382_b/
Kepler-382 c,2,12.162701,0.097,,,,1.59,5600,0.8,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-382_c/
Kepler-87 b,2,114.73635,0.481,0.729,,324.2,13.49,5600,1.1,1.82,,,Transit,http://exoplanet.eu/catalog/kepler-87_b/
Kepler-87 c,2,191.2318,0.676,0.152,,6.4,6.14,5600,1.1,1.82,,,Transit,http://exoplanet.eu/catalog/kepler-87_c/
WASP-46 b,1,1.43036763,0.02335,1.467,,607.0553,13.159,5600,0.83,0.86,4.6,G6 V,Transit,http://exoplanet.eu/catalog/wasp-46_b/
WASP-49 b,1,2.7817387,0.0379,0.363,170,120.135,12.498,5600,0.94,0.98,,,Transit,http://exoplanet.eu/catalog/wasp-49_b/
WASP-56 b,1,4.617101,0.05458,0.583,255,181.473,12.24,5600,1.02,1.11,4.6,G6,Transit,http://exoplanet.eu/catalog/wasp-56_b/
WASP-57 b,1,2.83891856,0.03769,0.693,455,204.68252,11.769,5600,0.89,0.93,4.6,G6,Transit,http://exoplanet.eu/catalog/wasp-57_b/
WASP-65 b,1,2.3114243,0.0334,1.5,310,492.62,12.464,5600,0.93,1.01,4.6,G6,Transit,http://exoplanet.eu/catalog/wasp-65_b/
WASP-8 b,2,8.158715,0.0801,,87,713.18,11.635,5600,1.03,0.94,,,Transit,http://exoplanet.eu/catalog/wasp-8_b/
WASP-8 c,2,4323,5.28,,87,,,5600,1.03,0.94,,,Radial Velocity,
Kepler-282 b,4,9.220524,0.082,,,,1.01,5602,0.97,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-282_b/
Kepler-282 c,4,13.638723,0.106,,,,1.2,5602,0.97,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-282_c/
Kepler-282 d,4,24.806,,,,61,2.46,5602,0.97,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-282_d/
Kepler-282 e,4,44.347,,,,56.2,3.1,5602,0.97,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-282_e/
Kepler-295 b,3,12.645164,0.099,,,,1.22,5603,,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-295_b/
Kepler-295 c,3,21.526258,0.142,,,,1.17,5603,,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-295_c/
Kepler-295 d,3,33.884054,0.192,,,,1.36,5603,,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-295_d/
HD 154857 b,2,408.6,1.291,,68.54,,,5605,1.72,1.76,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_154857_b/
HD 154857 c,2,3452,5.36,,68.54,,,5605,1.72,1.76,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_154857_c/
Kepler-35 b,1,131.458,0.60347,0.41,1645,40.363,8.16,5606,0.89,1.03,,,Transit,http://exoplanet.eu/catalog/kepler-35(ab)_b/
Kepler-284 b,2,12.699149,0.104,,,,2.24,5615,,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-284_b/
Kepler-284 c,2,37.514456,0.213,,,,2.61,5615,,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-284_c/
HD 45350 b,1,963.6,1.92,,48.95,,,5616,1.02,,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_45350_b/
Kepler-299 b,4,2.927128,0.04,,,,1.32,5617,0.97,1.03,,,Transit,http://exoplanet.eu/catalog/kepler-299_b/
Kepler-299 c,4,6.885875,0.07,,,,2.65,5617,0.97,1.03,,,Transit,http://exoplanet.eu/catalog/kepler-299_c/
Kepler-299 d,4,15.054786,0.118,,,,1.86,5617,0.97,1.03,,,Transit,http://exoplanet.eu/catalog/kepler-299_d/
Kepler-299 e,4,38.285489,0.22,,,,1.87,5617,0.97,1.03,,,Transit,http://exoplanet.eu/catalog/kepler-299_e/
Kepler-297 b,2,38.871826,0.217,,,,2.87,5619,,0.92,,,Transit,http://exoplanet.eu/catalog/kepler-297_b/
Kepler-297 c,2,74.920137,0.336,,,,6.54,5619,,0.92,,,Transit,http://exoplanet.eu/catalog/kepler-297_c/
Kepler-41 b,1,1.8555577,0.02396,0.7,770,177.9848,11.657,5620,1.12,1.02,4.2,G2 V,Transit,http://exoplanet.eu/catalog/kepler-41__b/
Kepler-38 b,1,105.599,0.4632,,600,122,4.3,5623,0.94,1.75,4.4,G4 V,Transit,http://exoplanet.eu/catalog/kepler-38(ab)_b/
CoRoT-2 b,1,1.7429935,0.02798,1.47,200,1102.82,16.432,5625,0.96,0.91,,,Transit,http://exoplanet.eu/catalog/corot-2_b/
CoRoT-9 b,1,95.2738,0.407,0.9,460,266.97,11.77,5625,0.99,0.94,4.3,G3 V,Transit,http://exoplanet.eu/catalog/corot-9_b/
Kepler-273 b,2,2.936532,0.037,,,,1.5,5626,,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-273_b/
Kepler-273 c,2,8.014927,0.073,,,,1.98,5626,,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-273_c/
Kepler-10 b,2,0.837491,0.0172,8,173,4.60853,1.481,5627,0.91,1.06,,,Transit,http://exoplanet.eu/catalog/kepler-10_b/
Kepler-10 c,2,45.294301,,7.1,173,17.2,2.35,5627,0.91,1.06,,,Transit,http://exoplanet.eu/catalog/kepler-10_c/
HD 190647 b,1,1038.1,2.07,,54.23,,,5628,1.1,,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_190647_b/
PH2 b,1,282.5255,0.828,,,,10.12,5629,0.94,1,,,Transit,http://exoplanet.eu/catalog/kepler-86_b/
WASP-95 b,1,2.184673,0.03416,1.13,,359.13,13.56,5630,1.11,1.13,4.2,G2,Transit,http://exoplanet.eu/catalog/wasp-95_b/
Kepler-339 b,3,4.977656,0.055,,,,1.42,5631,0.84,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-339_b/
Kepler-339 c,3,6.988055,0.069,,,,1.15,5631,0.84,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-339_c/
Kepler-339 d,3,10.558345,0.091,,,,1.17,5631,0.84,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-339_d/
Kepler-47 b,2,49.532,0.2962,,1500,636,3.03,5636,1.05,0.96,,,Transit,http://exoplanet.eu/catalog/kepler-47(ab)_b/
Kepler-47 c,2,303.137,0.991,,1500,8899,4.62,5636,1.05,0.96,,,Transit,http://exoplanet.eu/catalog/kepler-47(ab)_c/
Kepler-69 b,2,13.722341,0.094,,,,2.24,5638,0.81,0.93,4.4,G4 V,Transit,http://exoplanet.eu/catalog/kepler-69_b/
Kepler-69 c,2,242.4613,0.64,,,,1.71,5638,0.81,0.93,4.4,G4 V,Transit,http://exoplanet.eu/catalog/kepler-69_c/
WASP-97 b,1,2.07276,0.03303,1.21,,419.52,12.67,5640,1.12,1.06,4.5,G5,Transit,http://exoplanet.eu/catalog/wasp-97_b/
Kepler-171 b,3,4.166972,0.05,,,,2.34,5642,,0.84,,,Transit,http://exoplanet.eu/catalog/kepler-171_b/
Kepler-171 c,3,11.463462,0.098,,,,2.56,5642,,0.84,,,Transit,http://exoplanet.eu/catalog/kepler-171_c/
Kepler-171 d,3,39.595519,0.223,,,,1.89,5642,,0.84,,,Transit,http://exoplanet.eu/catalog/kepler-171_d/
Kepler-351 b,2,37.054919,0.214,,,,3.06,5643,0.89,0.85,,,Transit,http://exoplanet.eu/catalog/kepler-351_b/
Kepler-351 c,2,57.24809,0.287,,,,3.19,5643,0.89,0.85,,,Transit,http://exoplanet.eu/catalog/kepler-351_c/
Kepler-199 b,2,23.637604,0.158,,,,3.11,5644,,0.97,,,Transit,http://exoplanet.eu/catalog/kepler-199_b/
Kepler-199 c,2,67.093408,0.316,,,,3.25,5644,,0.97,,,Transit,http://exoplanet.eu/catalog/kepler-199_c/
HAT-P-43 b,1,3.332687,0.0443,0.39,542,210.395,14.359,5645,1.05,1.1,,,Transit,http://exoplanet.eu/catalog/hat-p-43_b/
HD 80606 b,1,111.4357,0.449,,29.04,1252.2,10.98,5645,0.97,0.98,4.5,G5,Radial Velocity,http://exoplanet.eu/catalog/hd_80606_b/
HD 217107 b,2,7.126816,0.0748,,19.72,,,5646,1.02,,4.8,G8 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_217107_b/
HD 217107 c,2,4270,5.32,,19.72,,,5646,1.02,,4.8,G8 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_217107_c/
K2-10 b,1,19.30691,0.1374,,271,,3.92,5647,0.94,0.93,,,Transit,
Kepler-6 b,1,3.2346996,0.04852,0.4,,212.31044,14.617,5647,1.21,1.39,,,Transit,http://exoplanet.eu/catalog/kepler-6_b/
CoRoT-16 b,1,5.35227,0.0618,0.44,840,170.032,13.11,5650,1.1,1.19,4.5,G5 V,Transit,http://exoplanet.eu/catalog/corot-16_b/
TrES-3 b,1,1.30618581,0.02282,0.994,228,607.03,14.975,5650,0.93,0.83,4.4,G4 V,Transit,http://exoplanet.eu/catalog/tres-3_/
HAT-P-13 b,2,2.91625,,,214,270.462,14.258,5653,1.22,1.56,4.4,G4,Transit,http://exoplanet.eu/catalog/hat-p-13_b/
HAT-P-13 c,2,446.27,,,214,,,5653,1.22,1.56,4.4,G4,Radial Velocity,http://exoplanet.eu/catalog/hat-p-13_c/
Kepler-404 b,2,11.829851,0.102,,,,1.27,5654,,0.88,,,Transit,http://exoplanet.eu/catalog/kepler-404_b/
Kepler-404 c,2,14.751166,0.118,,,,1.72,5654,,0.88,,,Transit,http://exoplanet.eu/catalog/kepler-404_c/
HD 171028 b,1,550,1.32,,90,,,5663,0.99,1.95,4,G0,Radial Velocity,http://exoplanet.eu/catalog/hd_171028_b/
Kepler-11 b,6,10.3039,0.091,1.72,613,1.9,1.8,5663,0.96,1.06,,,Transit,http://exoplanet.eu/catalog/kepler-11_b/
Kepler-11 c,6,13.0241,0.107,0.66,613,2.9,2.87,5663,0.96,1.06,,,Transit,http://exoplanet.eu/catalog/kepler-11_c/
Kepler-11 d,6,22.6845,0.155,1.28,613,7.3,3.12,5663,0.96,1.06,,,Transit,http://exoplanet.eu/catalog/kepler-11_d/
Kepler-11 e,6,31.9996,0.195,0.58,613,8,4.19,5663,0.96,1.06,,,Transit,http://exoplanet.eu/catalog/kepler-11_e/
Kepler-11 f,6,46.6888,0.25,0.69,613,2,2.49,5663,0.96,1.06,,,Transit,http://exoplanet.eu/catalog/kepler-11_f/
Kepler-11 g,6,118.3807,0.466,4,613,25,3.33,5663,0.96,1.06,,,Transit,http://exoplanet.eu/catalog/kepler-11_g/
HD 28254 b,1,1116,2.15,,54.7,,,5664,1.06,1.48,4.1,G1 IV/V,Radial Velocity,http://exoplanet.eu/catalog/hd_28254_b/
HD 65216 b,2,572.4,1.3,,35.59,,,5666,0.92,,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_65216_b/
HD 65216 c,2,152.6,0.54,,35.59,,,5666,0.92,,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_65216_c/
Kepler-371 b,2,34.763278,0.2,,,,1.89,5666,0.94,0.99,,,Transit,http://exoplanet.eu/catalog/kepler-371_b/
Kepler-371 c,2,67.968015,0.313,,,,1.78,5666,0.94,0.99,,,Transit,http://exoplanet.eu/catalog/kepler-371_c/
Kepler-101 b,2,3.4876812,0.0474,1.45,,51.1,5.77,5667,1.17,1.56,4.3,G3 IV,Transit,http://exoplanet.eu/catalog/kepler-101_b/
Kepler-101 c,2,6.02976,0.0684,10.5,,3.78,1.25,5667,1.17,1.56,4.3,G3 IV,Transit,http://exoplanet.eu/catalog/kepler-101_c/
HD 178911 B b,1,71.484,0.339,,47,,,5668,1.01,,4.5,G5,Radial Velocity,http://exoplanet.eu/catalog/hd_178911_b_b/
Kepler-93 b,2,4.72673978,0.053,6.88,,4.02,1.478,5669,0.91,0.92,,,Transit,http://exoplanet.eu/catalog/kepler-93_b/
Kepler-93 c,2,1460,,,,954,,5669,0.91,0.92,,,Radial Velocity,
16 Cyg B b,1,798.5,1.681,,21.41,,,5674,0.99,,4.25,G2.5 V,Radial Velocity,http://exoplanet.eu/catalog/16_cyg_b_b/
CoRoT-12 b,1,2.828042,0.04016,0.411,1150,291.438,16.14,5675,1.08,1.12,,,Transit,http://exoplanet.eu/catalog/corot-12_b/
HD 47186 b,2,4.0845,0.05,,37.84,,,5675,0.99,,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_47186_b/
HD 47186 c,2,1353.6,2.395,,37.84,,,5675,0.99,,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_47186_c/
WASP-135 b,1,1.4013794,0.0243,1.16,300,603.877,14.572,5675,0.98,0.96,4.5,G5 V,Transit,http://exoplanet.eu/catalog/wasp-135_b/
Kepler-178 b,3,9.576694,0.085,,,,2.9,5676,,1.07,,,Transit,http://exoplanet.eu/catalog/kepler-178_b/
Kepler-178 c,3,20.552802,0.142,,,,2.88,5676,,1.07,,,Transit,http://exoplanet.eu/catalog/kepler-178_c/
Kepler-178 d,3,96.678988,0.397,,,,3.95,5676,,1.07,,,Transit,http://exoplanet.eu/catalog/kepler-178_d/
Kepler-200 b,2,8.594805,0.08,,,,2.13,5678,,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-200_b/
Kepler-200 c,2,10.222157,0.09,,,,1.59,5678,,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-200_c/
HATS-8 b,1,3.583893,0.04667,0.259,829,43.86054,9.785,5679,1.06,1.09,,,Transit,http://exoplanet.eu/catalog/hats-8_b/
Kepler-170 b,2,7.930592,0.08,,,,3.2,5679,,1.03,,,Transit,http://exoplanet.eu/catalog/kepler-170_b/
Kepler-170 c,2,16.665863,0.131,,,,2.86,5679,,1.03,,,Transit,http://exoplanet.eu/catalog/kepler-170_c/
HAT-P-28 b,1,3.257215,0.0434,0.44,395,198.953,13.585,5680,1.02,1.1,4.3,G3,Transit,http://exoplanet.eu/catalog/hat-p-28_b/
HD 10697 b,1,1075.2,2.131,,32.6,,,5680,1.11,,4.5,G5 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_10697_b/
HD 179079 b,1,14.476,0.1216,,63.69,,,5684,1.15,1.6,4.5,G5 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_179079_b/
Kepler-337 b,2,3.292781,0.045,,,,1.54,5684,0.96,1.76,,,Transit,http://exoplanet.eu/catalog/kepler-337_b/
Kepler-337 c,2,9.693201,0.093,,,,2.05,5684,0.96,1.76,,,Transit,http://exoplanet.eu/catalog/kepler-337_c/
HD 4308 b,1,15.56,0.115,,21.85,,,5685,0.83,,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_4308_b/
Kepler-131 b,2,16.092,,6,,16.13,2.41,5685,1.02,1.03,,,Transit,
Kepler-131 c,2,25.5169,,77.7,,8.25,0.84,5685,1.02,1.03,,,Transit,
HD 4113 b,1,526.62,1.28,,44.05,,,5688,0.99,,4.5,G5,Radial Velocity,http://exoplanet.eu/catalog/hd_4113_b/
HD 6434 b,1,22.017,0.148,,40.32,,,5690,0.89,1.14,4.25,G2/3 V,Radial Velocity,http://exoplanet.eu/catalog/hd_6434_b/
Kepler-154 b,2,33.040532,0.198,,,,2.26,5690,0.89,1,,,Transit,http://exoplanet.eu/catalog/kepler-154_b/
Kepler-154 c,2,62.303276,0.303,,,,2.95,5690,0.89,1,,,Transit,http://exoplanet.eu/catalog/kepler-154_c/
Kepler-96 b,1,16.2385,,2.26,,8.46,2.67,5690,1,1.02,,,Transit,
Kepler-213 b,2,2.46236,0.036,,,,1.62,5696,0.94,1.2,,,Transit,http://exoplanet.eu/catalog/kepler-213_b/
Kepler-213 c,2,4.822962,0.057,,,,2.34,5696,0.94,1.2,,,Transit,http://exoplanet.eu/catalog/kepler-213_c/
HD 38529 b,2,14.3098,0.131,,42.4,,,5697,1.48,,4.4,G4 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_38529_b/
HD 38529 c,2,2140.2,3.712,,42.4,,,5697,1.48,,4.4,G4 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_38529_c/
K2-13 b,1,39.91488,0.2114,,290,,1.89,5698,0.8,0.78,,,Transit,
Kepler-95 b,1,11.5231,,1.71,,13,3.42,5699,1.08,1.41,,,Transit,
HD 81040 b,1,1001.7,1.94,,32.56,,,5700,0.96,0.86,4.25,G2/G3,Radial Velocity,http://exoplanet.eu/catalog/hd_81040_b/
WASP-16 b,1,3.1186009,0.0421,1.104,,272,11.3,5700,1.02,0.95,,,Transit,http://exoplanet.eu/catalog/wasp-16_b/
WASP-34 b,1,4.3176782,0.0524,0.45,120,187.51,13.675,5700,1.01,0.93,,,Transit,http://exoplanet.eu/catalog/wasp-34_b/
WASP-5 b,1,1.6284279,0.0267,1.64,300,502.15,12.184,5700,0.96,1.03,4.4,G4 V,Transit,http://exoplanet.eu/catalog/wasp-5_b/
XO-4 b,1,4.1250828,,,293,565.71,14.91,5700,1.32,1.55,3.5,F5 V,Transit,http://exoplanet.eu/catalog/xo-4_b/
Kepler-454 b,2,10.57375339,0.0954,2.76,,6.84,2.37,5701,1.03,1.07,,,Transit,
Kepler-454 c,2,523.9,,,,,,5701,1.03,1.07,,,Radial Velocity,
HD 4203 b,2,437.05,1.1735,,77.82,,,5702,1.13,,4.5,G5,Radial Velocity,http://exoplanet.eu/catalog/hd_4203_b/
HD 4203 c,2,6700,6.95,,77.82,,,5702,1.13,,4.5,G5,Radial Velocity,http://exoplanet.eu/catalog/hd_4203_c/
WASP-25 b,1,3.764825,0.0473,0.422,,184.334,13.675,5703,1,0.92,,,Transit,http://exoplanet.eu/catalog/wasp-25_b/
HD 70642 b,1,2068,3.23,,28.76,,,5706,1.05,,4.5,G5,Radial Velocity,http://exoplanet.eu/catalog/hd_70642_b/
HD 207832 b,2,161.97,0.57,,55.31,,,5710,0.94,0.9,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_207832_b/
HD 207832 c,2,1155.7,2.112,,55.31,,,5710,0.94,0.9,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_207832_c/
Kepler-104 b,3,11.427548,0.094,,,,3.1,5711,0.81,1.35,,,Transit,http://exoplanet.eu/catalog/kepler-104_b/
Kepler-104 c,3,23.668205,0.153,,,,3.13,5711,0.81,1.35,,,Transit,http://exoplanet.eu/catalog/kepler-104_c/
Kepler-104 d,3,51.755394,0.257,,,,3.58,5711,0.81,1.35,,,Transit,http://exoplanet.eu/catalog/kepler-104_d/
Kepler-281 b,2,14.646008,0.117,,,,2.82,5723,0.98,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-281_b/
Kepler-281 c,2,36.337373,0.215,,,,5.31,5723,0.98,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-281_c/
Kepler-426 b,1,3.21751883,0.0414,0.26,880,108.06,12.22,5725,0.91,0.92,4.1,G1 V,Transit,
NGC 2682 YBP 1514 b,1,5.118,,,,,,5725,0.96,0.89,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/ybp1514_b/
HD 222582 b,1,572.38,1.347,,41.95,,,5727,0.99,,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_222582_b/
HD 32963 b,1,2372,3.41,,35.24,,,5727,0.94,,4.5,G5,Radial Velocity,http://exoplanet.eu/catalog/hd_32963_b/
Kepler-313 b,2,14.970418,0.125,,,,2.53,5727,0.9,1.54,,,Transit,http://exoplanet.eu/catalog/kepler-313_b/
Kepler-313 c,2,32.273273,0.208,,,,2.57,5727,0.9,1.54,,,Transit,http://exoplanet.eu/catalog/kepler-313_c/
